UID         PID   PPID  C STIME TTY          TIME CMD
edward   117045 117037  0 Jan08 ?        00:00:03 /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/node /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --disable-telemetry --port=0
elikir   117546 115483  0 Jan09 pts/127  00:00:00 -bash
root     130871      2  0 Jan09 ?        00:00:00 [kworker/24:2]
root     137243   2477  0 Jan02 ?        00:00:00 sshd: idasilva [priv]
idasilva 137248 137243  0 Jan02 ?        00:00:05 sshd: idasilva@pts/1
idasilva 137249 137248  0 Jan02 pts/1    00:00:00 -bash
root     137325 137249  0 Jan02 pts/1    00:00:00 /usr/bin/sudo su -
root     137326 137325  0 Jan02 pts/1    00:00:00 su -
root     137327 137326  0 Jan02 pts/1    00:00:00 -bash
takayama 138051      1  0 Jan09 ?        00:00:00 /usr/bin/node /home/takayama/Classes/cs4400/ppl/node_modules/jest-worker/build/workers/processChild.js
root     152996      2  0 Jan09 ?        00:00:00 [kworker/47:1]
root     161481   2477  0 Jan02 ?        00:00:00 sshd: eelhami [priv]
eelhami  161485 161481  0 Jan02 ?        00:00:00 sshd: eelhami@notty
eelhami  161486 161485  0 Jan02 ?        00:00:00 /usr/libexec/openssh/sftp-server
brotibi  162002      1  0 Jan07 ?        00:01:40 tmux
brotibi  162003 162002  0 Jan07 pts/61   00:00:00 -bash
brotibi  162166 162002  0 Jan07 pts/63   00:00:00 -bash
raymond+ 162325      1  0 Jan07 ?        00:00:00 ssh-agent -s
brotibi  162467 162002  0 Jan07 pts/66   00:00:00 -bash
brotibi  163388 162002  0 Jan07 pts/68   00:00:00 -bash
root     169421      2  0 Jan09 ?        00:00:00 [kworker/42:2]
root     169472      2  0 Jan09 ?        00:00:00 [kworker/22:0]
root     172814      2  0 Jan09 ?        00:00:00 [kworker/19:0]
yutingg+ 177380      1  0 Jan09 ?        00:00:00 sh /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
yutingg+ 177388 177380  0 Jan09 ?        00:00:29 /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
root     178954   2477  0 Jan09 ?        00:00:00 sshd: idasilva [priv]
idasilva 178966 178954  0 Jan09 ?        00:00:00 sshd: idasilva@pts/80
idasilva 178967 178966  0 Jan09 pts/80   00:00:00 -bash
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:02 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
yutingg+ 181919 177388  0 Jan09 ?        00:00:26 /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/vs/server/uriTransformer.js
yutingg+ 181933 177388  0 Jan09 ?        00:00:00 /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=watcherService
yutingg+ 182384 181919  0 Jan09 pts/64   00:00:00 /bin/bash
yutingg+ 182910 181919  0 Jan09 ?        00:00:00 /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/yutinggan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/extensions/json-language-features/server/dist/jsonServerMain --node-ipc --clientProcessId=181919
root     183722   2477  0 Jan09 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 183726 183722  0 Jan09 ?        00:00:01 sshd: sharonhe98@notty
sharonh+ 183727 183726  0 Jan09 ?        00:00:01 /usr/libexec/openssh/sftp-server
root     186680      2  0 Jan09 ?        00:00:00 [kworker/22:2]
root     187906      2  0 Jan09 ?        00:00:00 [kworker/46:1]
root     187908      2  0 Jan09 ?        00:00:00 [kworker/44:1]
root     187919      2  0 Jan09 ?        00:00:00 [kworker/25:0]
root     187931      2  0 Jan09 ?        00:00:00 [kworker/2:1]
root     190061   2477  0 Jan09 ?        00:00:00 sshd: vanessachatman [priv]
vanessa+ 190115 190061  0 Jan09 ?        00:00:01 sshd: vanessachatman@pts/54
vanessa+ 190117 190115  0 Jan09 pts/54   00:00:00 -bash
root     195779   2477  0 Jan09 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 195836 195779  0 Jan09 ?        00:00:01 sshd: sharonhe98@pts/75
sharonh+ 195837 195836  0 Jan09 pts/75   00:00:00 -bash
root     199129   2477  0 Jan09 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 199133 199129  0 Jan09 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 199134 199133  0 Jan09 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     202681   2477  0 Jan09 ?        00:00:00 sshd: melina7890 [priv]
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:12 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
melina7+ 203035 202681  0 Jan09 ?        00:00:01 sshd: melina7890@pts/69
melina7+ 203036 203035  0 Jan09 pts/69   00:00:00 -bash
root     203123   2477  0 Jan09 ?        00:00:00 sshd: shaogu [priv]
shaogu   203132 203123  0 Jan09 ?        00:00:00 sshd: shaogu@pts/77
shaogu   203134 203132  0 Jan09 pts/77   00:00:00 -bash
root     204085   2477  0 Jan09 ?        00:00:00 sshd: tmullen [priv]
tmullen  204089 204085  0 Jan09 ?        00:00:00 sshd: tmullen@notty
tmullen  204091 204089  0 Jan09 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     205725   2477  0 Jan09 ?        00:00:00 sshd: iambucky [priv]
iambucky 205740 205725  0 Jan09 ?        00:00:00 sshd: iambucky@pts/26
iambucky 205742 205740  0 Jan09 pts/26   00:00:00 -bash
root     207026      2  0 Jan09 ?        00:00:00 [kworker/34:1]
root     207054   2477  0 Jan09 ?        00:00:00 sshd: jcheng [priv]
jcheng   207096 207054  0 Jan09 ?        00:00:00 sshd: jcheng@pts/59
jcheng   207097 207096  0 Jan09 pts/59   00:00:00 -bash
jcheng   207177 207097  0 Jan09 pts/59   00:00:00 vim string.h
root     207978      2  0 Jan09 ?        00:00:00 [kworker/39:0]
root     210227   2477  0 Jan09 ?        00:00:00 sshd: lisalam213 [priv]
lisalam+ 210326 210227  0 Jan09 ?        00:00:00 sshd: lisalam213@pts/89
lisalam+ 210328 210326  0 Jan09 pts/89   00:00:00 -bash
root     212131      2  0 Jan09 ?        00:00:00 [kworker/43:2]
root     212153   2477  0 Jan09 ?        00:00:00 sshd: ritterc [priv]
ritterc  212165 212153  0 Jan09 ?        00:00:01 sshd: ritterc@pts/82
ritterc  212166 212165  0 Jan09 pts/82   00:00:00 -bash
root     213148      2  0 Jan09 ?        00:00:00 [kworker/33:1]
ritterc  214837      1  0 Jan09 ?        00:00:06 tmux new -s backupsession
root     214963   2477  0 Jan09 ?        00:00:00 sshd: nickbagley [priv]
nickbag+ 214980 214963  0 Jan09 ?        00:00:00 sshd: nickbagley@pts/22
nickbag+ 214981 214980  0 Jan09 pts/22   00:00:00 -bash
ritterc  215133 212166  0 Jan09 pts/82   00:00:00 tmux attach -t backupsession
ritterc  216311 214837  0 Jan09 pts/14   00:00:00 -bash
root     217829      2  0 Jan09 ?        00:00:00 [kworker/1:0]
root     217991      2  0 Jan09 ?        00:00:00 [kworker/14:1]
ritterc  218044 214837  0 Jan09 pts/0    00:00:00 -bash
ritterc  218120 216311  0 Jan09 pts/14   00:00:06 vim main.c
ariflei+ 221455      1  0 Jan08 ?        00:00:58 tmux
ariflei+ 221456 221455  0 Jan08 pts/7    00:00:00 -bash
ariflei+ 221826 221455  0 Jan08 pts/20   00:00:00 -bash
ariflei+ 222796 221455  0 Jan08 pts/25   00:00:00 -bash
ariflei+ 223323 221455  0 Jan08 pts/31   00:00:00 -bash
root     223391      1  0 Jan04 ?        00:00:07 /usr/libexec/upowerd
ariflei+ 224927 221455  0 Jan08 pts/46   00:00:00 -bash
ariflei+ 224981 221455  0 Jan08 pts/55   00:00:00 -bash
ariflei+ 225759 221455  0 Jan08 pts/58   00:00:00 -bash
ariflei+ 226103 221455  0 Jan08 pts/41   00:00:00 -bash
zrchencn 230289      1  0 Jan05 ?        00:03:21 tmux
zrchencn 230290 230289  0 Jan05 pts/6    00:00:00 -bash
zrchencn 230331 230289  0 Jan05 pts/8    00:00:00 -bash
zrchencn 230372 230289  0 Jan05 pts/10   00:00:00 -bash
zrchencn 230413 230289  0 Jan05 pts/11   00:00:00 -bash
zrchencn 230455 230290  0 Jan05 pts/6    00:00:00 zsh
zrchencn 230504 230331  0 Jan05 pts/8    00:00:00 zsh
root     230856   2477  0 Jan09 ?        00:00:00 sshd: alina [priv]
alina    230866 230856  0 Jan09 ?        00:00:00 sshd: alina@pts/2
alina    230867 230866  0 Jan09 pts/2    00:00:00 -bash
root     231445   2477  0 Jan09 ?        00:00:00 sshd: tianledong [priv]
tianled+ 231461 231445  0 Jan09 ?        00:00:00 sshd: tianledong@pts/34
tianled+ 231464 231461  0 Jan09 pts/34   00:00:00 -bash
root     231611   2477  0 Jan09 ?        00:00:00 sshd: linyu3294 [priv]
linyu32+ 231643 231611  0 Jan09 ?        00:00:00 sshd: linyu3294@pts/60
linyu32+ 231644 231643  0 Jan09 pts/60   00:00:00 -bash
nrose619 232256      1  0 Jan07 ?        00:01:30 tmux
nrose619 232257 232256  0 Jan07 pts/29   00:00:00 -bash
root     233705      2  0 Jan09 ?        00:00:00 [kworker/32:0]
root     234565      2  0 Jan09 ?        00:00:00 [kworker/9:1]
root     234596      2  0 Jan09 ?        00:00:00 [kworker/42:1]
root     234608      2  0 Jan09 ?        00:00:00 [kworker/23:0]
root     234609      2  0 Jan09 ?        00:00:00 [kworker/5:0]
root     234611      2  0 Jan09 ?        00:00:00 [kworker/35:0]
root     234638      2  0 Jan09 ?        00:00:00 [kworker/41:1]
root     235511      2  0 Jan09 ?        00:00:00 [kworker/38:0]
root     235770      2  0 Jan09 ?        00:00:00 [kworker/18:0]
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     236133      2  0 Jan09 ?        00:00:00 [kworker/30:0]
root     236136      2  0 Jan09 ?        00:00:00 [kworker/16:0]
root     236137      2  0 Jan09 ?        00:00:00 [kworker/40:1]
root     236145      2  0 Jan09 ?        00:00:00 [kworker/29:0]
root     236163      2  0 Jan09 ?        00:00:00 [kworker/37:1]
root     236179      2  0 Jan09 ?        00:00:00 [kworker/36:2]
root     236369   2477  0 Jan09 ?        00:00:00 sshd: nishanth [priv]
root     236427   2477  0 Jan09 ?        00:00:00 sshd: nishanth [priv]
nishanth 236430 236369  0 Jan09 ?        00:00:00 sshd: nishanth@pts/48
nishanth 236433 236427  0 Jan09 ?        00:00:00 sshd: nishanth@notty
nishanth 236434 236433  0 Jan09 ?        00:00:00 /usr/libexec/openssh/sftp-server
nishanth 236445 236430  0 Jan09 pts/48   00:00:00 -bash
root     236538      2  0 Jan09 ?        00:00:00 [kworker/0:1]
root     236682   2477  0 Jan09 ?        00:00:00 sshd: maoyueqi [priv]
maoyueqi 236705 236682  0 Jan09 ?        00:00:00 sshd: maoyueqi@pts/47
maoyueqi 236706 236705  0 Jan09 pts/47   00:00:00 -bash
root     236815      2  0 Jan09 ?        00:00:00 [kworker/6:1]
maoyueqi 236866 236706  0 Jan09 pts/47   00:00:00 ssh maoyueqi@login.khoury.neu.edu
root     236867   2477  0 Jan09 ?        00:00:00 sshd: maoyueqi [priv]
maoyueqi 236882 236867  0 Jan09 ?        00:00:00 sshd: maoyueqi@pts/45
maoyueqi 236883 236882  0 Jan09 pts/45   00:00:00 -bash
root     236962      2  0 Jan09 ?        00:00:00 [kworker/20:0]
root     236964      2  0 Jan09 ?        00:00:00 [kworker/8:1]
root     237201   2477  0 Jan09 ?        00:00:00 sshd: aldaliomo [priv]
aldalio+ 237215 237201  0 Jan09 ?        00:00:00 sshd: aldaliomo@pts/62
aldalio+ 237216 237215  0 Jan09 pts/62   00:00:00 -bash
root     237444      2  0 Jan09 ?        00:00:00 [kworker/5:1]
root     237446      2  0 Jan09 ?        00:00:00 [kworker/1:2]
root     237447      2  0 Jan09 ?        00:00:00 [kworker/25:1]
root     237448      2  0 Jan09 ?        00:00:00 [kworker/39:2]
root     237450      2  0 Jan09 ?        00:00:00 [kworker/11:0]
root     237451      2  0 Jan09 ?        00:00:00 [kworker/35:1]
root     237452      2  0 Jan09 ?        00:00:00 [kworker/7:1]
root     237457      2  0 Jan09 ?        00:00:00 [kworker/37:2]
root     237458      2  0 Jan09 ?        00:00:00 [kworker/41:2]
root     237463      2  0 Jan09 ?        00:00:00 [kworker/17:1]
root     237464      2  0 Jan09 ?        00:00:00 [kworker/47:0]
root     237467      2  0 Jan09 ?        00:00:00 [kworker/45:0]
root     237468      2  0 Jan09 ?        00:00:00 [kworker/23:1]
root     237470      2  0 Jan09 ?        00:00:00 [kworker/33:0]
root     237475      2  0 Jan09 ?        00:00:00 [kworker/30:2]
root     237476      2  0 Jan09 ?        00:00:00 [kworker/36:0]
root     237477      2  0 Jan09 ?        00:00:00 [kworker/24:1]
root     237479      2  0 Jan09 ?        00:00:00 [kworker/38:1]
root     237733      2  0 Jan09 ?        00:00:00 [kworker/44:0]
root     238358      2  0 Jan09 ?        00:00:00 [kworker/11:1]
root     240062   2477  0 Jan09 ?        00:00:00 sshd: alv912 [priv]
alv912   240248 240062  0 Jan09 ?        00:00:00 sshd: alv912@pts/35
alv912   240250 240248  0 Jan09 pts/35   00:00:00 -bash
alv912   240636 240250  0 Jan09 pts/35   00:00:00 vim main.c
root     240689      2  0 Jan09 ?        00:00:00 [kworker/34:0]
root     240764      2  0 Jan09 ?        00:00:00 [kworker/8:0]
root     240766      2  0 Jan09 ?        00:00:00 [kworker/45:1]
root     241024      2  0 Jan09 ?        00:00:00 [kworker/0:2]
root     241050      2  0 Jan09 ?        00:00:00 [kworker/18:1]
root     241055      2  0 Jan09 ?        00:00:00 [kworker/20:2]
root     241058      2  0 Jan09 ?        00:00:00 [kworker/12:1]
root     241076      2  0 Jan09 ?        00:00:00 [kworker/3:1]
root     241087      2  0 Jan09 ?        00:00:00 [kworker/21:2]
root     241102      2  0 Jan09 ?        00:00:00 [kworker/9:0]
root     241103      2  0 Jan09 ?        00:00:00 [kworker/19:2]
root     241106      2  0 Jan09 ?        00:00:00 [kworker/43:0]
root     241107      2  0 Jan09 ?        00:00:00 [kworker/13:2]
root     241206      2  0 Jan09 ?        00:00:00 [kworker/31:0]
root     241604      2  0 Jan09 ?        00:00:00 [kworker/4:0]
root     241610      2  0 Jan09 ?        00:00:00 [kworker/29:2]
root     242441      2  0 Jan09 ?        00:00:00 [kworker/10:0]
root     242466   2477  0 Jan09 ?        00:00:00 sshd: yeya24 [priv]
yeya24   242488 242466  0 Jan09 ?        00:00:00 sshd: yeya24@pts/3
yeya24   242490 242488  0 Jan09 pts/3    00:00:00 -bash
root     243151      2  0 Jan09 ?        00:00:00 [kworker/31:2]
postfix  243158   2958  0 Jan09 ?        00:00:00 pickup -l -t unix -u
root     243460   2477  0 Jan09 ?        00:00:00 sshd: shiluofei [priv]
shiluof+ 243472 243460  0 Jan09 ?        00:00:00 sshd: shiluofei@pts/12
shiluof+ 243474 243472  0 Jan09 pts/12   00:00:00 -bash
root     243744      2  0 Jan09 ?        00:00:00 [kworker/14:2]
root     243781      2  0 Jan09 ?        00:00:00 [kworker/2:2]
root     244029      2  0 Jan09 ?        00:00:00 [kworker/13:1]
root     244338      2  0 Jan09 ?        00:00:00 [kworker/4:1]
root     244602      2  0 Jan09 ?        00:00:00 [kworker/6:2]
root     245278      2  0 Jan09 ?        00:00:00 [kworker/27:1]
shiluof+ 245327 243474  0 Jan09 pts/12   00:00:00 sleep 10
shiluof+ 245358 243474  0 Jan09 pts/12   00:00:00 sleep 10
root     245535      2  0 Jan09 ?        00:00:00 [kworker/16:2]
root     245716   2477  0 Jan09 ?        00:00:00 sshd: amiekong [priv]
amiekong 245726 245716  0 Jan09 ?        00:00:00 sshd: amiekong@pts/9
amiekong 245727 245726  0 Jan09 pts/9    00:00:00 -bash
root     246526      2  0 Jan09 ?        00:00:00 [kworker/26:1]
root     246659   2477  0 Jan09 ?        00:00:00 sshd: dpeluso [priv]
dpeluso  246718 246659  0 Jan09 ?        00:00:00 sshd: dpeluso@pts/28
dpeluso  246719 246718  0 Jan09 pts/28   00:00:00 -bash
tianled+ 246953 231464  0 Jan09 pts/34   00:00:00 vim main.c
root     246991      2  0 Jan09 ?        00:00:00 [kworker/32:2]
root     247181      2  0 Jan09 ?        00:00:00 [kworker/u545:3]
root     247767      2  0 Jan09 ?        00:00:00 [kworker/27:0]
root     247900      2  0 Jan09 ?        00:00:00 [kworker/7:2]
root     247902      2  0 Jan09 ?        00:00:00 [kworker/17:2]
root     248198      2  0 Jan09 ?        00:00:00 [kworker/u546:0]
root     248450      2  0 Jan09 ?        00:00:00 [kworker/21:0]
root     248809   2477  0 Jan09 ?        00:00:00 sshd: hectorbenitez19 [priv]
hectorb+ 248854 248809  0 Jan09 ?        00:00:00 sshd: hectorbenitez19@pts/21
hectorb+ 248855 248854  0 Jan09 pts/21   00:00:00 -bash
root     249147   2477  0 Jan09 ?        00:00:00 sshd: jkwok [priv]
jkwok    249261 249147  0 Jan09 ?        00:00:00 sshd: jkwok@pts/33
jkwok    249262 249261  0 Jan09 pts/33   00:00:00 -bash
root     249354      2  0 Jan09 ?        00:00:00 [kworker/28:2]
root     249525      2  0 Jan09 ?        00:00:00 [kworker/3:0]
root     249550   2477  0 Jan09 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 249554 249550  0 Jan09 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 249555 249554  0 Jan09 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     249676      2  0 Jan09 ?        00:00:00 [kworker/26:0]
root     249750      2  0 Jan09 ?        00:00:00 [kworker/15:0]
root     249831      2  0 Jan09 ?        00:00:00 [kworker/10:2]
root     250015      2  0 Jan09 ?        00:00:00 [kworker/u545:0]
root     250367      2  0 Jan09 ?        00:00:00 [kworker/12:2]
root     250742      2  0 Jan09 ?        00:00:00 [kworker/u546:1]
root     250770      2  0 Jan09 ?        00:00:00 [kworker/28:1]
root     250815   2477  0 Jan09 ?        00:00:00 sshd: simonchen [priv]
simonch+ 250852 250815  0 Jan09 ?        00:00:00 sshd: simonchen@pts/15
simonch+ 250853 250852  0 Jan09 pts/15   00:00:00 -bash
root     251265      2  0 Jan09 ?        00:00:00 [kworker/15:1]
root     251347      2  0 Jan09 ?        00:00:00 [kworker/17:0]
root     251373      2  0 Jan09 ?        00:00:00 [kworker/12:0]
root     251384      2  0 Jan09 ?        00:00:00 [kworker/u545:1]
root     251485   2477  0 Jan09 ?        00:00:00 sshd: fengyi0220 [priv]
root     251495      2  0 Jan09 ?        00:00:00 [kworker/34:2]
fengyi0+ 251496 251485  0 Jan09 ?        00:00:00 sshd: fengyi0220@pts/27
fengyi0+ 251497 251496  0 Jan09 pts/27   00:00:00 -bash
root     251605      2  0 Jan09 ?        00:00:00 [kworker/28:0]
aldalio+ 251900 237216  0 00:00 pts/62   00:00:00 emacs
root     251940      2  0 00:01 ?        00:00:00 [kworker/35:2]
jkwok    252007 249262  0 00:01 pts/33   00:00:00 less /course/cs3650/help/unix-help.txt
root     252032      2  0 00:01 ?        00:00:00 [kworker/u546:2]
melina7+ 252061 203036  2 00:01 pts/69   00:00:00 vim HW1.cpp
simonch+ 252072 250853  0 00:01 pts/15   00:00:00 ps -ef
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        05:41:26 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1  8 Jan06 ?        07:10:15 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
